id,weapon,category,season,rank,points
49,Epee,Veterans,2016/2017,106,0.000
49,Epee,Veterans,2016/2017,106,0.000
170,Foil,Senior,2004/2005,297,2.000
170,Foil,Veterans,2016/2017,19,0.000
170,Foil,Veterans,2017/2018,37,0.000
427,Epee,Veterans,2016/2017,13,0.000
427,Epee,Veterans,2016/2017,13,0.000
427,Epee,Veterans,2016/2017,13,0.000
427,Epee,Veterans,2017/2018,25,0.000
427,Epee,Veterans,2017/2018,25,0.000
427,Epee,Veterans,2017/2018,25,0.000
593,Foil,Senior,2009/2010,420,0.000
593,Foil,Senior,2009/2010,420,0.000
593,Foil,Senior,2011/2012,443,0.000
593,Foil,Senior,2011/2012,443,0.000
593,Foil,Senior,2014/2015,544,0.000
593,Foil,Senior,2014/2015,544,0.000
593,Foil,Senior,2015/2016,523,0.000
593,Foil,Senior,2015/2016,523,0.000
593,Foil,Veterans,2016/2017,34,0.000
593,Foil,Veterans,2016/2017,34,0.000
593,Foil,Veterans,2017/2018,25,0.000
593,Foil,Veterans,2017/2018,25,0.000
643,Foil,Veterans,2017/2018,22,0.000
697,Foil,Senior,2005/2006,268,2.000
697,Foil,Senior,2011/2012,463,0.000
697,Foil,Veterans,2016/2017,125,0.000
697,Foil,Veterans,2017/2018,147,0.000
807,Foil,Veterans,2017/2018,97,0.000
811,Foil,Veterans,2016/2017,31,0.000
862,Epee,Veterans,2016/2017,46,0.000
862,Epee,Veterans,2016/2017,46,0.000
862,Epee,Veterans,2017/2018,109,0.000
862,Epee,Veterans,2017/2018,109,0.000
1034,Epee,Senior,2006/2007,433,0.000
1034,Epee,Senior,2006/2007,433,0.000
1034,Epee,Senior,2006/2007,433,0.000
1034,Epee,Senior,2008/2009,771,0.000
1034,Epee,Senior,2008/2009,771,0.000
1034,Epee,Senior,2008/2009,771,0.000
1034,Epee,Senior,2009/2010,459,0.000
1034,Epee,Senior,2009/2010,459,0.000
1034,Epee,Senior,2009/2010,459,0.000
1034,Epee,Senior,2011/2012,611,0.000
1034,Epee,Senior,2011/2012,611,0.000
1034,Epee,Senior,2011/2012,611,0.000
1034,Epee,Senior,2012/2013,606,0.000
1034,Epee,Senior,2012/2013,606,0.000
1034,Epee,Senior,2012/2013,606,0.000
1034,Epee,Senior,2013/2014,561,0.000
1034,Epee,Senior,2013/2014,561,0.000
1034,Epee,Senior,2013/2014,561,0.000
1034,Epee,Senior,2014/2015,619,0.000
1034,Epee,Senior,2014/2015,619,0.000
1034,Epee,Senior,2014/2015,619,0.000
1034,Epee,Senior,2016/2017,501,0.000
1034,Epee,Senior,2016/2017,501,0.000
1034,Epee,Senior,2016/2017,501,0.000
1034,Epee,Senior,2019/2020,694,0.000
1034,Epee,Senior,2019/2020,694,0.000
1034,Epee,Senior,2019/2020,694,0.000
1034,Epee,Veterans,2017/2018,16,0.000
1034,Epee,Veterans,2017/2018,16,0.000
1034,Epee,Veterans,2017/2018,16,0.000
1427,Epee,Senior,2005/2006,303,2.000
1427,Epee,Senior,2006/2007,470,0.000
1427,Epee,Senior,2007/2008,628,0.000
1427,Epee,Senior,2008/2009,239,4.000
1427,Epee,Senior,2009/2010,156,12.000
1427,Epee,Senior,2010/2011,370,2.000
1427,Epee,Senior,2011/2012,187,6.000
1427,Epee,Senior,2012/2013,294,2.000
1427,Epee,Senior,2013/2014,741,0.000
1427,Epee,Senior,2014/2015,172,6.000
1427,Epee,Senior,2015/2016,907,0.000
1427,Epee,Senior,2016/2017,239,3.000
1427,Epee,Senior,2017/2018,885,0.000
1427,Epee,Senior,2019/2020,974,0.000
1427,Epee,Senior,2020/2021,661,0.000
1427,Epee,Veterans,2017/2018,46,0.000
1517,Epee,Senior,2006/2007,492,0.000
1517,Epee,Senior,2006/2007,492,0.000
1517,Epee,Senior,2007/2008,617,0.000
1517,Epee,Senior,2007/2008,617,0.000
1517,Epee,Veterans,2016/2017,37,0.000
1517,Epee,Veterans,2016/2017,37,0.000
1517,Epee,Veterans,2017/2018,46,0.000
1517,Epee,Veterans,2017/2018,46,0.000
1611,Foil,Junior,2003/2004,6,90.000
1611,Foil,Junior,2004/2005,2,99.999
1611,Foil,Senior,2003/2004,172,4.000
1611,Foil,Senior,2004/2005,84,15.000
1611,Foil,Senior,2005/2006,37,50.000
1611,Foil,Senior,2006/2007,41,42.000
1611,Foil,Senior,2007/2008,125,14.000
1611,Foil,Senior,2008/2009,124,14.000
1611,Foil,Senior,2009/2010,59,38.000
1611,Foil,Senior,2010/2011,40,70.000
1611,Foil,Senior,2011/2012,89,13.000
1611,Foil,Senior,2012/2013,62,26.000
1611,Foil,Senior,2013/2014,49,31.000
1611,Foil,Senior,2014/2015,511,0.000
1611,Foil,Senior,2015/2016,127,8.000
1615,Foil,Veterans,2017/2018,13,0.000
1674,Foil,Senior,2014/2015,558,0.000
1674,Foil,Senior,2015/2016,545,0.000
1674,Foil,Senior,2016/2017,552,0.000
1674,Foil,Senior,2017/2018,711,0.000
1674,Foil,Senior,2018/2019,624,0.000
1674,Foil,Senior,2019/2020,600,0.000
1674,Foil,Senior,2020/2021,529,0.000
1674,Foil,Senior,2021/2022,531,0.000
1684,Foil,Senior,2002/2003,50,4.000
1684,Foil,Senior,2003/2004,17,88.000
1684,Foil,Senior,2004/2005,17,82.000
1684,Foil,Senior,2005/2006,69,28.000
1684,Foil,Senior,2006/2007,78,24.000
1684,Foil,Senior,2007/2008,92,24.000
1684,Foil,Senior,2008/2009,21,96.000
1684,Foil,Senior,2009/2010,21,99.999
1684,Foil,Senior,2010/2011,44,64.000
1684,Foil,Senior,2011/2012,13,95.000
1684,Foil,Senior,2012/2013,40,41.000
1684,Foil,Senior,2013/2014,177,4.000
1684,Foil,Senior,2014/2015,208,2.000
1684,Foil,Senior,2015/2016,240,1.000
1684,Foil,Senior,2016/2017,189,3.000
1684,Foil,Senior,2018/2019,358,0.000
1804,Foil,Junior,2003/2004,51,26.000
1804,Foil,Junior,2004/2005,65,28.000
1804,Foil,Junior,2006/2007,19,62.000
1804,Foil,Senior,2006/2007,139,8.000
1804,Foil,Senior,2007/2008,35,68.000
1804,Foil,Senior,2008/2009,142,10.000
1804,Foil,Senior,2009/2010,254,4.000
1804,Foil,Senior,2010/2011,92,24.000
1804,Foil,Senior,2013/2014,209,3.000
1804,Foil,Senior,2014/2015,88,13.000
1804,Foil,Senior,2015/2016,157,6.000
1804,Foil,Senior,2016/2017,203,3.000
2114,Foil,Senior,2003/2004,255,2.000
2114,Foil,Senior,2003/2004,255,2.000
2114,Foil,Senior,2004/2005,397,0.000
2114,Foil,Senior,2004/2005,397,0.000
2114,Foil,Senior,2005/2006,68,28.000
2114,Foil,Senior,2005/2006,68,28.000
2114,Foil,Senior,2006/2007,76,24.000
2114,Foil,Senior,2006/2007,76,24.000
2114,Foil,Senior,2007/2008,74,32.000
2114,Foil,Senior,2007/2008,74,32.000
2114,Foil,Senior,2008/2009,116,16.000
2114,Foil,Senior,2008/2009,116,16.000
2114,Foil,Senior,2009/2010,88,24.000
2114,Foil,Senior,2009/2010,88,24.000
2114,Foil,Senior,2010/2011,39,70.000
2114,Foil,Senior,2010/2011,39,70.000
2114,Foil,Senior,2011/2012,56,29.000
2114,Foil,Senior,2011/2012,56,29.000
2114,Foil,Senior,2012/2013,66,23.000
2114,Foil,Senior,2012/2013,66,23.000
2114,Foil,Senior,2013/2014,175,5.000
2114,Foil,Senior,2013/2014,175,5.000
2114,Foil,Senior,2014/2015,111,10.000
2114,Foil,Senior,2014/2015,111,10.000
2114,Foil,Senior,2015/2016,464,0.000
2114,Foil,Senior,2015/2016,464,0.000
2245,Foil,Junior,2003/2004,175,6.000
2245,Foil,Senior,2005/2006,529,0.000
2245,Foil,Senior,2006/2007,498,0.000
2245,Foil,Senior,2007/2008,259,2.000
2245,Foil,Senior,2008/2009,546,0.000
2245,Foil,Senior,2009/2010,320,2.000
2245,Foil,Senior,2010/2011,144,14.000
2245,Foil,Senior,2011/2012,206,3.000
2245,Foil,Senior,2012/2013,166,6.000
2245,Foil,Senior,2013/2014,106,11.000
2245,Foil,Senior,2014/2015,159,5.000
2245,Foil,Senior,2015/2016,168,5.000
2245,Foil,Senior,2016/2017,110,10.000
2245,Foil,Senior,2017/2018,174,5.500
2245,Foil,Senior,2018/2019,335,0.000
2246,Foil,Junior,2003/2004,147,8.000
2246,Foil,Junior,2004/2005,129,10.000
2246,Foil,Junior,2005/2006,193,8.000
2246,Foil,Senior,2013/2014,191,3.000
2246,Foil,Senior,2014/2015,143,6.000
2246,Foil,Senior,2015/2016,420,0.000
2257,Foil,Senior,2008/2009,572,0.000
2257,Foil,Senior,2009/2010,498,0.000
2257,Foil,Senior,2010/2011,625,0.000
2257,Foil,Senior,2011/2012,481,0.000
2257,Foil,Senior,2013/2014,464,0.000
2257,Foil,Senior,2014/2015,567,0.000
2257,Foil,Senior,2015/2016,667,0.000
2486,Foil,Senior,2018/2019,595,0.000
2908,Foil,Senior,2003/2004,20,75.000
2908,Foil,Senior,2004/2005,23,70.000
2908,Foil,Senior,2005/2006,2,99.999
2908,Foil,Senior,2006/2007,13,99.999
2908,Foil,Senior,2007/2008,3,99.999
2908,Foil,Senior,2008/2009,2,99.999
2908,Foil,Senior,2009/2010,7,99.999
2908,Foil,Senior,2010/2011,22,99.999
2908,Foil,Senior,2011/2012,7,99.999
2908,Foil,Senior,2012/2013,12,99.999
2908,Foil,Senior,2013/2014,18,76.000
2908,Foil,Senior,2014/2015,18,80.000
2908,Foil,Senior,2015/2016,20,81.000
2908,Foil,Senior,2016/2017,11,121.000
2908,Foil,Senior,2017/2018,14,108.000
2908,Foil,Senior,2018/2019,9,120.000
2908,Foil,Senior,2019/2020,10,110.000
2908,Foil,Senior,2020/2021,13,105.000
2908,Foil,Senior,2021/2022,13,101.000
2988,Foil,Junior,2003/2004,18,62.000
2988,Foil,Junior,2004/2005,14,68.000
2988,Foil,Senior,2005/2006,92,16.000
2988,Foil,Senior,2006/2007,98,14.000
2988,Foil,Senior,2007/2008,67,38.000
2988,Foil,Senior,2008/2009,93,18.000
2988,Foil,Senior,2009/2010,147,12.000
2988,Foil,Senior,2010/2011,70,34.000
2988,Foil,Senior,2011/2012,185,4.000
2988,Foil,Senior,2012/2013,221,2.000
2988,Foil,Senior,2013/2014,62,23.000
2988,Foil,Senior,2014/2015,84,15.000
2988,Foil,Senior,2015/2016,84,16.000
2988,Foil,Senior,2016/2017,113,10.000
2988,Foil,Senior,2017/2018,290,1.000
3002,Foil,Junior,2003/2004,298,2.000
3002,Foil,Senior,2017/2018,691,0.000
3002,Foil,Senior,2018/2019,745,0.000
3039,Foil,Senior,2003/2004,68,24.000
3039,Foil,Senior,2004/2005,43,39.000
3039,Foil,Senior,2005/2006,11,99.999
3039,Foil,Senior,2006/2007,80,22.000
3039,Foil,Senior,2007/2008,433,0.000
3039,Foil,Senior,2008/2009,127,14.000
3039,Foil,Senior,2009/2010,53,42.000
3039,Foil,Senior,2010/2011,14,99.999
3039,Foil,Senior,2011/2012,3,99.999
3039,Foil,Senior,2012/2013,16,91.000
3039,Foil,Senior,2013/2014,129,7.000
3039,Foil,Senior,2016/2017,34,53.500
3039,Foil,Senior,2017/2018,193,4.000
3039,Foil,Senior,2018/2019,42,40.000
3077,Foil,Senior,2004/2005,376,0.000
3077,Foil,Senior,2005/2006,303,2.000
3077,Foil,Senior,2006/2007,414,0.000
3077,Foil,Senior,2008/2009,335,0.000
3077,Foil,Senior,2009/2010,447,0.000
3077,Foil,Senior,2010/2011,436,0.000
3077,Foil,Senior,2011/2012,255,0.000
3077,Foil,Senior,2012/2013,263,0.000
3077,Foil,Senior,2013/2014,258,0.000
3077,Foil,Senior,2014/2015,275,0.000
3077,Foil,Senior,2015/2016,350,0.000
3077,Foil,Senior,2016/2017,397,0.000
3077,Foil,Senior,2017/2018,495,0.000
3077,Foil,Senior,2018/2019,554,0.000
3077,Foil,Veterans,2016/2017,52,0.000
3077,Foil,Veterans,2017/2018,7,0.000
3115,Sabre,Veterans,2016/2017,52,0.000
3115,Sabre,Veterans,2016/2017,52,0.000
3142,Foil,Veterans,2016/2017,22,0.000
3142,Foil,Veterans,2016/2017,22,0.000
3142,Foil,Veterans,2017/2018,4,0.000
3142,Foil,Veterans,2017/2018,4,0.000
3172,Foil,Senior,2005/2006,516,0.000
3172,Foil,Senior,2006/2007,477,0.000
3172,Foil,Senior,2007/2008,547,0.000
3172,Foil,Senior,2008/2009,513,0.000
3172,Foil,Senior,2017/2018,521,0.000
3172,Foil,Senior,2018/2019,594,0.000
3204,Foil,Junior,2003/2004,90,16.000
3204,Foil,Junior,2004/2005,25,56.000
3204,Foil,Senior,2003/2004,101,12.000
3204,Foil,Senior,2004/2005,117,9.000
3204,Foil,Senior,2005/2006,165,6.000
3204,Foil,Senior,2006/2007,257,2.000
3204,Foil,Senior,2007/2008,79,30.000
3204,Foil,Senior,2008/2009,27,78.000
3204,Foil,Senior,2009/2010,16,99.999
3204,Foil,Senior,2010/2011,23,99.999
3204,Foil,Senior,2011/2012,44,36.000
3204,Foil,Senior,2012/2013,86,15.000
3204,Foil,Senior,2014/2015,208,2.000
3204,Foil,Senior,2015/2016,28,63.000
3204,Foil,Senior,2016/2017,27,65.000
3204,Foil,Senior,2017/2018,346,0.000
3256,Foil,Junior,2003/2004,10,82.000
3256,Foil,Senior,2003/2004,41,40.000
3256,Foil,Senior,2004/2005,40,42.000
3256,Foil,Senior,2005/2006,54,34.000
3256,Foil,Senior,2006/2007,23,88.000
3256,Foil,Senior,2007/2008,37,68.000
3256,Foil,Senior,2008/2009,24,82.000
3256,Foil,Senior,2009/2010,4,99.999
3256,Foil,Senior,2010/2011,8,99.999
3256,Foil,Senior,2011/2012,22,80.000
3256,Foil,Senior,2012/2013,14,95.000
3256,Foil,Senior,2013/2014,17,80.000
3256,Foil,Senior,2014/2015,21,75.000
3256,Foil,Senior,2015/2016,17,86.000
3256,Foil,Senior,2016/2017,3,177.000
3256,Foil,Senior,2017/2018,6,150.000
3256,Foil,Senior,2018/2019,2,200.000
3256,Foil,Senior,2019/2020,14,101.000
3256,Foil,Senior,2020/2021,38,42.000
3256,Foil,Senior,2021/2022,40,42.000
3421,Epee,Veterans,2017/2018,160,0.000
3444,Foil,Junior,2003/2004,143,8.000
3444,Foil,Junior,2004/2005,39,40.000
3444,Foil,Junior,2005/2006,37,38.000
3444,Foil,Junior,2006/2007,15,70.000
3444,Foil,Senior,2005/2006,129,10.000
3444,Foil,Senior,2006/2007,104,12.000
3444,Foil,Senior,2007/2008,208,4.000
3444,Foil,Senior,2008/2009,139,10.000
3444,Foil,Senior,2009/2010,45,48.000
3444,Foil,Senior,2010/2011,61,44.000
3444,Foil,Senior,2011/2012,19,86.000
3444,Foil,Senior,2012/2013,18,87.000
3444,Foil,Senior,2013/2014,26,66.000
3444,Foil,Senior,2014/2015,30,62.000
3444,Foil,Senior,2015/2016,46,37.000
3444,Foil,Senior,2016/2017,106,10.500
3494,Foil,Senior,2006/2007,292,2.000
3494,Foil,Senior,2006/2007,292,2.000
3494,Foil,Veterans,2016/2017,1,0.000
3494,Foil,Veterans,2016/2017,1,0.000
3494,Foil,Veterans,2017/2018,19,0.000
3494,Foil,Veterans,2017/2018,19,0.000
3629,Foil,Senior,2002/2003,30,8.000
3629,Foil,Senior,2003/2004,1,99.999
3629,Foil,Senior,2004/2005,8,99.999
3629,Foil,Senior,2005/2006,10,99.999
3629,Foil,Senior,2006/2007,2,99.999
3629,Foil,Senior,2007/2008,4,99.999
3629,Foil,Senior,2008/2009,3,99.999
3629,Foil,Senior,2009/2010,2,99.999
3629,Foil,Senior,2010/2011,4,99.999
3629,Foil,Senior,2011/2012,16,89.000
3629,Foil,Senior,2012/2013,11,99.999
3629,Foil,Senior,2013/2014,11,99.999
3629,Foil,Senior,2014/2015,11,99.999
3629,Foil,Senior,2015/2016,25,69.000
3629,Foil,Senior,2016/2017,13,102.000
3629,Foil,Senior,2017/2018,16,93.000
3629,Foil,Senior,2018/2019,37,42.000
3629,Foil,Senior,2019/2020,40,44.000
3629,Foil,Senior,2020/2021,53,29.500
3629,Foil,Senior,2021/2022,54,28.500
3631,Epee,Veterans,2016/2017,61,0.000
3631,Epee,Veterans,2016/2017,61,0.000
3631,Epee,Veterans,2017/2018,118,0.000
3631,Epee,Veterans,2017/2018,118,0.000
3643,Foil,Junior,2003/2004,16,64.000
3643,Foil,Junior,2004/2005,4,99.999
3643,Foil,Junior,2005/2006,1,99.999
3643,Foil,Senior,2004/2005,76,20.000
3643,Foil,Senior,2005/2006,9,99.999
3643,Foil,Senior,2006/2007,4,99.999
3643,Foil,Senior,2007/2008,2,99.999
3643,Foil,Senior,2008/2009,4,99.999
3643,Foil,Senior,2009/2010,18,99.999
3643,Foil,Senior,2010/2011,30,88.000
3643,Foil,Senior,2011/2012,29,61.000
3643,Foil,Senior,2012/2013,19,84.000
3643,Foil,Senior,2016/2017,122,7.500
3643,Foil,Senior,2017/2018,28,52.000
3643,Foil,Senior,2018/2019,39,41.000
3643,Foil,Senior,2019/2020,29,66.000
3643,Foil,Senior,2020/2021,25,76.000
3643,Foil,Senior,2021/2022,25,76.000
3869,Foil,Veterans,2016/2017,52,0.000
3869,Foil,Veterans,2016/2017,52,0.000
3869,Foil,Veterans,2017/2018,73,0.000
3869,Foil,Veterans,2017/2018,73,0.000
4031,Foil,Senior,2003/2004,117,10.000
4031,Foil,Senior,2004/2005,116,10.000
4031,Foil,Senior,2005/2006,43,42.000
4031,Foil,Senior,2006/2007,121,10.000
4031,Foil,Senior,2007/2008,107,20.000
4031,Foil,Senior,2008/2009,141,10.000
4031,Foil,Senior,2009/2010,73,30.000
4031,Foil,Senior,2010/2011,142,14.000
4031,Foil,Senior,2011/2012,208,3.000
4031,Foil,Senior,2012/2013,475,0.000
4031,Foil,Senior,2016/2017,473,0.000
4099,Epee,Veterans,2016/2017,19,0.000
4099,Epee,Veterans,2016/2017,19,0.000
4099,Epee,Veterans,2017/2018,25,0.000
4099,Epee,Veterans,2017/2018,25,0.000
4215,Foil,Junior,2003/2004,84,18.000
4215,Foil,Junior,2004/2005,30,48.000
4215,Foil,Junior,2005/2006,113,16.000
4215,Foil,Senior,2003/2004,203,4.000
4215,Foil,Senior,2005/2006,389,0.000
4215,Foil,Senior,2006/2007,86,18.000
4215,Foil,Senior,2007/2008,61,42.000
4215,Foil,Senior,2008/2009,133,12.000
4215,Foil,Senior,2009/2010,203,8.000
4215,Foil,Senior,2010/2011,119,18.000
4215,Foil,Senior,2011/2012,196,3.000
4215,Foil,Senior,2012/2013,194,3.000
4215,Foil,Senior,2013/2014,103,12.000
4215,Foil,Senior,2014/2015,318,0.000
4215,Foil,Senior,2015/2016,172,4.000
4249,Foil,Junior,2003/2004,20,50.000
4249,Foil,Senior,2003/2004,137,8.000
4249,Foil,Senior,2004/2005,201,4.000
4249,Foil,Senior,2005/2006,235,4.000
4249,Foil,Senior,2006/2007,672,0.000
4249,Foil,Senior,2017/2018,416,0.000
4289,Epee,Senior,2003/2004,234,4.000
4289,Epee,Senior,2003/2004,234,4.000
4289,Epee,Senior,2004/2005,383,2.000
4289,Epee,Senior,2004/2005,383,2.000
4289,Epee,Senior,2006/2007,656,0.000
4289,Epee,Senior,2006/2007,656,0.000
4289,Epee,Senior,2008/2009,391,1.000
4289,Epee,Senior,2008/2009,391,1.000
4289,Epee,Senior,2010/2011,558,0.000
4289,Epee,Senior,2010/2011,558,0.000
4289,Epee,Senior,2012/2013,489,0.000
4289,Epee,Senior,2012/2013,489,0.000
4289,Epee,Senior,2014/2015,310,0.000
4289,Epee,Senior,2014/2015,310,0.000
4289,Epee,Senior,2015/2016,364,0.000
4289,Epee,Senior,2015/2016,364,0.000
4289,Epee,Senior,2017/2018,459,0.000
4289,Epee,Senior,2017/2018,459,0.000
4324,Foil,Junior,2003/2004,93,16.000
4324,Foil,Junior,2003/2004,93,16.000
4324,Foil,Junior,2004/2005,22,60.000
4324,Foil,Junior,2004/2005,22,60.000
4324,Foil,Junior,2005/2006,22,64.000
4324,Foil,Junior,2005/2006,22,64.000
4324,Foil,Senior,2005/2006,63,30.000
4324,Foil,Senior,2005/2006,63,30.000
4324,Foil,Senior,2006/2007,55,34.000
4324,Foil,Senior,2006/2007,55,34.000
4324,Foil,Senior,2007/2008,72,34.000
4324,Foil,Senior,2007/2008,72,34.000
4324,Foil,Senior,2008/2009,60,34.000
4324,Foil,Senior,2008/2009,60,34.000
4324,Foil,Senior,2009/2010,65,34.000
4324,Foil,Senior,2009/2010,65,34.000
4324,Foil,Senior,2010/2011,25,99.999
4324,Foil,Senior,2010/2011,25,99.999
4324,Foil,Senior,2011/2012,39,40.000
4324,Foil,Senior,2011/2012,39,40.000
4324,Foil,Senior,2012/2013,41,40.000
4324,Foil,Senior,2012/2013,41,40.000
4324,Foil,Senior,2013/2014,65,22.000
4324,Foil,Senior,2013/2014,65,22.000
4324,Foil,Senior,2014/2015,56,29.000
4324,Foil,Senior,2014/2015,56,29.000
4324,Foil,Senior,2015/2016,75,19.000
4324,Foil,Senior,2015/2016,75,19.000
4324,Foil,Senior,2016/2017,70,19.500
4324,Foil,Senior,2016/2017,70,19.500
4324,Foil,Senior,2017/2018,150,6.500
4324,Foil,Senior,2017/2018,150,6.500
4324,Foil,Senior,2018/2019,79,19.000
4324,Foil,Senior,2018/2019,79,19.000
4324,Foil,Senior,2019/2020,158,7.750
4324,Foil,Senior,2019/2020,158,7.750
4324,Foil,Senior,2020/2021,178,6.500
4324,Foil,Senior,2020/2021,178,6.500
4324,Foil,Senior,2021/2022,180,6.500
4324,Foil,Senior,2021/2022,180,6.500
4331,Foil,Senior,2002/2003,18,8.000
4331,Foil,Senior,2003/2004,13,97.000
4331,Foil,Senior,2004/2005,25,64.000
4331,Foil,Senior,2005/2006,14,99.999
4331,Foil,Senior,2006/2007,11,99.999
4331,Foil,Senior,2007/2008,12,99.999
4331,Foil,Senior,2008/2009,18,99.999
4331,Foil,Senior,2009/2010,37,52.000
4331,Foil,Senior,2010/2011,45,60.000
4331,Foil,Senior,2011/2012,107,12.000
4331,Foil,Senior,2012/2013,193,3.000
4331,Foil,Senior,2013/2014,124,8.000
4331,Foil,Senior,2014/2015,51,31.000
4331,Foil,Senior,2015/2016,68,22.000
4331,Foil,Senior,2016/2017,108,10.000
4343,Foil,Veterans,2016/2017,25,0.000
4343,Foil,Veterans,2017/2018,40,0.000
4364,Foil,Junior,2003/2004,9,84.000
4364,Foil,Junior,2004/2005,1,99.999
4364,Foil,Junior,2005/2006,2,99.999
4364,Foil,Senior,2004/2005,44,38.000
4364,Foil,Senior,2005/2006,5,99.999
4364,Foil,Senior,2006/2007,3,99.999
4364,Foil,Senior,2007/2008,1,99.999
4364,Foil,Senior,2008/2009,5,99.999
4364,Foil,Senior,2009/2010,1,99.999
4364,Foil,Senior,2010/2011,7,99.999
4364,Foil,Senior,2011/2012,5,99.999
4364,Foil,Senior,2012/2013,6,99.999
4364,Foil,Senior,2013/2014,6,99.999
4364,Foil,Senior,2014/2015,12,99.999
4364,Foil,Senior,2015/2016,38,43.000
4364,Foil,Senior,2016/2017,33,60.000
4364,Foil,Senior,2017/2018,64,23.000
4364,Foil,Senior,2019/2020,296,1.000
4410,Sabre,Veterans,2016/2017,70,0.000
4410,Sabre,Veterans,2016/2017,70,0.000
4410,Sabre,Veterans,2017/2018,67,0.000
4410,Sabre,Veterans,2017/2018,67,0.000
4423,Foil,Junior,2003/2004,4,98.000
4423,Foil,Junior,2004/2005,162,8.000
4423,Foil,Senior,2003/2004,3,99.999
4423,Foil,Senior,2004/2005,2,99.999
4423,Foil,Senior,2005/2006,7,99.999
4423,Foil,Senior,2006/2007,1,99.999
4423,Foil,Senior,2007/2008,5,99.999
4423,Foil,Senior,2008/2009,1,99.999
4423,Foil,Senior,2009/2010,5,99.999
4423,Foil,Senior,2010/2011,3,99.999
4423,Foil,Senior,2011/2012,1,99.999
4423,Foil,Senior,2012/2013,1,99.999
4423,Foil,Senior,2013/2014,1,99.999
4423,Foil,Senior,2014/2015,8,99.999
4423,Foil,Senior,2015/2016,4,99.999
4423,Foil,Senior,2016/2017,18,91.000
4423,Foil,Senior,2017/2018,15,107.000
4423,Foil,Senior,2018/2019,4,154.000
4423,Foil,Senior,2019/2020,6,136.000
4423,Foil,Senior,2020/2021,4,154.000
4423,Foil,Senior,2021/2022,6,141.000
4579,Foil,Junior,2003/2004,60,24.000
4579,Foil,Junior,2004/2005,16,64.000
4579,Foil,Junior,2005/2006,45,34.000
4579,Foil,Junior,2006/2007,9,88.000
4579,Foil,Senior,2003/2004,240,2.000
4579,Foil,Senior,2005/2006,195,4.000
4579,Foil,Senior,2006/2007,142,8.000
4579,Foil,Senior,2007/2008,211,4.000
4579,Foil,Senior,2008/2009,218,4.000
4579,Foil,Senior,2009/2010,237,4.000
4579,Foil,Senior,2012/2013,414,0.000
4579,Foil,Senior,2015/2016,490,0.000
4687,Foil,Junior,2003/2004,105,14.000
4687,Foil,Junior,2004/2005,58,28.000
4687,Foil,Junior,2005/2006,25,56.000
4687,Foil,Senior,2003/2004,173,4.000
4687,Foil,Senior,2004/2005,304,2.000
4687,Foil,Senior,2005/2006,218,4.000
4687,Foil,Senior,2006/2007,45,38.000
4687,Foil,Senior,2007/2008,41,64.000
4687,Foil,Senior,2008/2009,68,30.000
4687,Foil,Senior,2009/2010,70,32.000
4687,Foil,Senior,2010/2011,35,78.000
4687,Foil,Senior,2011/2012,14,91.000
4687,Foil,Senior,2012/2013,61,26.000
4687,Foil,Senior,2013/2014,148,6.000
4687,Foil,Senior,2014/2015,215,2.000
4687,Foil,Senior,2015/2016,483,0.000
4687,Foil,Senior,2016/2017,65,21.000
4687,Foil,Senior,2017/2018,148,7.000
4786,Foil,Junior,2003/2004,33,40.000
4786,Foil,Senior,2003/2004,240,2.000
4786,Foil,Senior,2004/2005,151,6.000
4786,Foil,Senior,2005/2006,125,10.000
4786,Foil,Senior,2006/2007,115,10.000
4786,Foil,Senior,2007/2008,44,58.000
4786,Foil,Senior,2008/2009,38,54.000
4786,Foil,Senior,2009/2010,117,16.000
4786,Foil,Senior,2010/2011,56,50.000
4786,Foil,Senior,2011/2012,110,12.000
4786,Foil,Senior,2012/2013,119,9.000
4786,Foil,Senior,2013/2014,211,3.000
4786,Foil,Senior,2015/2016,602,0.000
4787,Epee,Veterans,2016/2017,85,0.000
4787,Epee,Veterans,2016/2017,85,0.000
4787,Epee,Veterans,2017/2018,4,0.000
4787,Epee,Veterans,2017/2018,4,0.000
4817,Foil,Junior,2007/2008,102,14.000
4817,Foil,Junior,2009/2010,69,20.000
4817,Foil,Junior,2010/2011,75,24.000
4817,Foil,Senior,2005/2006,298,2.000
4817,Foil,Senior,2008/2009,277,2.000
4817,Foil,Senior,2009/2010,63,34.000
4817,Foil,Senior,2010/2011,32,84.000
4817,Foil,Senior,2011/2012,32,52.000
4817,Foil,Senior,2012/2013,21,69.000
4817,Foil,Senior,2013/2014,14,90.000
4817,Foil,Senior,2014/2015,29,63.000
4817,Foil,Senior,2015/2016,81,17.000
4817,Foil,Senior,2016/2017,180,4.500
4817,Foil,Senior,2017/2018,97,14.000
4817,Foil,Senior,2018/2019,99,13.500
4817,Foil,Senior,2019/2020,33,56.000
4817,Foil,Senior,2020/2021,39,39.750
4817,Foil,Senior,2021/2022,41,38.250
4850,Foil,Junior,2003/2004,112,12.000
4850,Foil,Junior,2005/2006,24,60.000
4850,Foil,Senior,2003/2004,106,12.000
4850,Foil,Senior,2004/2005,9,99.999
4850,Foil,Senior,2005/2006,48,40.000
4850,Foil,Senior,2006/2007,25,82.000
4850,Foil,Senior,2007/2008,7,99.999
4850,Foil,Senior,2008/2009,7,99.999
