competition_ID,season,name,category,country,start_date,end_date,weapon,gender,timezone,url,unique_ID,missing_results_flag
147,2014,Copa Villa La Habana,Senior,CUBA,2014-05-23,2014-05-24,Foil,Mens,America/Havana,https://fie.org/competitions/2014/147,2014-147,no pools data
244,1987,Championnats du Monde,Senior,SWITZERLAND,1987-07-16,1987-07-26,Foil,Mens,Europe/Zurich,https://fie.org/competitions/1987/244,1987-244,no pools data
142,2003,Löwe von Bonn,Senior,GERMANY,2003-05-10,2003-05-11,Foil,Mens,Europe/Berlin,https://fie.org/competitions/2003/142,2003-142,no pools data
463,2005,Coupe du Monde,Senior,CANADA,2005-07-09,2005-07-10,Foil,Mens,America/Vancouver,https://fie.org/competitions/2005/463,2005-463,no pools data
934,2010,Championnats méditerranéens cadets,Cadet,SERBIA,2010-01-30,2010-02-01,Foil,Mens,Europe/Belgrade,https://fie.org/competitions/2010/934,2010-934,no pools data
147,2007,Copa Villa La Habana,Senior,CUBA,2007-06-10,2007-06-11,Foil,Mens,America/Havana,https://fie.org/competitions/2007/147,2007-147,no pools data
1331,2019,Tournoi Satelite,Senior,SPAIN,2018-10-27,2018-10-27,Foil,Mens,Europe/Madrid,https://fie.org/competitions/2019/1331,2019-1331,
136,2005,World Cup,Senior,EGYPT,2005-03-18,2005-03-19,Foil,Mens,Africa/Cairo,https://fie.org/competitions/2005/136,2005-136,no pools data
238,2003,Champ du monde juniors-cadets,Cadet,ITALY,2003-04-05,2003-04-05,Foil,Mens,Europe/Rome,https://fie.org/competitions/2003/238,2003-238,no pools data
244,1979,Championnats du Monde,Senior,AUSTRALIA,1979-08-18,1979-08-28,Foil,Mens,Australia/Melbourne,https://fie.org/competitions/1979/244,1979-244,no pools data
1219,2019,Tournoi satellite,Senior,MEXICO,2018-09-30,2018-09-30,Foil,Mens,America/Cancun,https://fie.org/competitions/2019/1219,2019-1219,
142,2014,Löwe von Bonn,Senior,GERMANY,2014-03-21,2014-03-22,Foil,Mens,Europe/Berlin,https://fie.org/competitions/2014/142,2014-142,no pools data
137,2009,Tournoi Ciudad de A Coruña,Senior,SPAIN,2009-01-31,2009-02-01,Foil,Mens,Europe/Madrid,https://fie.org/competitions/2009/137,2009-137,no pools data
54,2008,Alpe Adria,Junior,ITALY,2007-12-09,2007-12-09,Foil,Mens,Europe/Rome,https://fie.org/competitions/2008/54,2008-54,no pools data
741,2007,Championnats d'Europe,Senior,BELGIUM,2007-07-02,2007-07-07,Foil,Mens,Europe/Brussels,https://fie.org/competitions/2007/741,2007-741,no pools data
1044,2015,South East Asian Games,Senior,SINGAPORE,2015-06-03,2015-06-07,Foil,Mens,Asia/Singapore,https://fie.org/competitions/2015/1044,2015-1044,no pools data
53,2005,Tournoi Carl Schwende,Junior,CANADA,2005-01-23,2005-01-23,Foil,Mens,America/Toronto,https://fie.org/competitions/2005/53,2005-53,no pools data
138,2006,2005 SK Trophée Séoul,Senior,KOREA,2006-02-25,2006-02-26,Foil,Mens,Asia/Seoul,https://fie.org/competitions/2006/138,2006-138,no pools data
226,2018,Championnats du monde juniors-cadets,Junior,ITALY,2018-04-07,2018-04-07,Foil,Mens,Europe/Rome,https://fie.org/competitions/2018/226,2018-226,
49,2019,Coupe du Monde,Junior,SPAIN,2019-02-16,2019-02-16,Foil,Mens,Europe/Madrid,https://fie.org/competitions/2019/49,2019-49,
142,2015,Challenge International de Paris,Senior,FRANCE,2015-01-16,2015-01-17,Foil,Mens,Europe/Paris,https://fie.org/competitions/2015/142,2015-142,
226,2014,Champ du monde juniors-cadets,Junior,BULGARIA,2014-04-08,2014-04-09,Foil,Mens,Europe/Sofia,https://fie.org/competitions/2014/226,2014-226,no pools data
147,2015,Fleuret de St-Petersbour,Senior,RUSSIA,2015-05-01,2015-05-02,Foil,Mens,Europe/Moscow,https://fie.org/competitions/2015/147,2015-147,
226,1995,Championnats du Monde,Junior,FRANCE,1995-04-11,1995-04-16,Foil,Mens,Europe/Paris,https://fie.org/competitions/1995/226,1995-226,no pools data
741,2012,Championnats d'Europe,Senior,ITALY,2012-06-15,2012-06-20,Foil,Mens,Europe/Rome,https://fie.org/competitions/2012/741,2012-741,no pools data
137,2005,Tournoi Ciudad de A Coruña,Senior,SPAIN,2005-02-04,2005-02-05,Foil,Mens,Europe/Madrid,https://fie.org/competitions/2005/137,2005-137,no pools data
133,2004,Championnat international d’Autriche,Senior,AUSTRIA,2003-12-06,2003-12-07,Foil,Mens,Europe/Vienna,https://fie.org/competitions/2004/133,2004-133,no pools data
47,2015,Coupe Heracles Junior,Junior,HUNGARY,2014-09-28,2014-09-28,Foil,Mens,Europe/Budapest,https://fie.org/competitions/2015/47,2015-47,
146,2009,Copa del Mundo,Senior,VENEZUELA,2009-06-12,2009-06-13,Foil,Mens,America/Caracas,https://fie.org/competitions/2009/146,2009-146,no pools data
673,2007,Championnats Méditerranéens,Cadet,ITALY,2007-01-20,2007-01-21,Foil,Mens,Europe/Rome,https://fie.org/competitions/2007/673,2007-673,no pools data
813,2020,Championnats Panaméricains juniors,Junior,EL SALVADOR,2020-02-26,2020-02-26,Foil,Mens,America/El_Salvador,https://fie.org/competitions/2020/813,2020-813,
1112,2018,Championnats Panaméricains Cadets,Cadet,COSTA RICA,2018-03-04,2018-03-04,Foil,Mens,America/Costa_Rica,https://fie.org/competitions/2018/1112,2018-1112,no pools data
147,2003,Copa Villa La Habana,Senior,CUBA,2003-06-21,2003-06-22,Foil,Mens,America/Havana,https://fie.org/competitions/2003/147,2003-147,no pools data
772,2020,Championnats Asiatiques juniors,Junior,JORDAN,2020-03-03,2020-03-03,Foil,Mens,Asia/Amman,https://fie.org/competitions/2020/772,2020-772,
392,2009,Tournoi satellite fleuret masculin,Senior,NETHERLANDS,2008-11-15,2008-11-16,Foil,Mens,Europe/Amsterdam,https://fie.org/competitions/2009/392,2009-392,no pools data
