id,name,country_code,country,hand,age,url,date_accessed
14391,DIAZ Julio,USA,USA,Left,59,https://fie.org/athletes/14391,2021-05-12 21:25:57
38970,LOVYAGIN Maxim,RUS,RUSSIA,Right,22,https://fie.org/athletes/38970,2021-05-12 21:26:00
14397,MEINHARDT Gerek,USA,USA,Right,30,https://fie.org/athletes/14397,2021-05-12 21:26:03
38982,KOLCHUK Aliaksandr,BLR,BELARUS,Right,56,https://fie.org/athletes/38982,2021-05-12 21:26:05
38983,ALLEN Cameron,USA,USA,Right,22,https://fie.org/athletes/38983,2021-05-12 21:26:08
38984,CHIAPPELLI Tommaso,ITA,ITALY,Right,22,https://fie.org/athletes/38984,2021-05-12 21:26:11
38986,TSAI Yueh Ting,TPE,CHINESE TAIPEI,Right,23,https://fie.org/athletes/38986,2021-05-12 21:26:13
14411,MAIER Walter,AUT,AUSTRIA,Right,80,https://fie.org/athletes/14411,2021-05-12 21:26:16
38988,KRUKOWSKI Jedrzej,POL,POLAND,Right,23,https://fie.org/athletes/38988,2021-05-12 21:26:23
38989,OLSZEWSKI Wiktor,POL,POLAND,Right,23,https://fie.org/athletes/38989,2021-05-12 21:26:26
38990,KLEIN Luis,GER,GERMANY,Right,22,https://fie.org/athletes/38990,2021-05-12 21:26:29
38991,GOMBOS Tom,ROU,ROMANIA,Right,23,https://fie.org/athletes/38991,2021-05-12 21:26:31
38987,AMREIN Jan-Marco,GER,GERMANY,Right,24,https://fie.org/athletes/38987,2021-05-12 21:26:34
30795,GRUM-SCHWENSEN Thorlek,DEN,DENMARK,Right,26,https://fie.org/athletes/30795,2021-05-12 21:26:37
38994,ERCAN Kerem,GER,GERMANY,Right,20,https://fie.org/athletes/38994,2021-05-12 21:26:40
38996,ZAKRZEWSKI Jan,POL,POLAND,Right,21,https://fie.org/athletes/38996,2021-05-12 21:26:42
38997,MARTYNIAK Patryk,POL,POLAND,Right,20,https://fie.org/athletes/38997,2021-05-12 21:26:45
38998,SEYFRIED Kacper,POL,POLAND,Right,21,https://fie.org/athletes/38998,2021-05-12 21:26:48
38999,CIERLUK Jakub,POL,POLAND,Right,20,https://fie.org/athletes/38999,2021-05-12 21:26:51
30808,SIDO Alexandre,FRA,FRANCE,Right,24,https://fie.org/athletes/30808,2021-05-12 21:26:54
39000,IZYCKI Filip,POL,POLAND,Right,21,https://fie.org/athletes/39000,2021-05-12 21:26:56
39001,DEBACK Maximus,USA,USA,Right,20,https://fie.org/athletes/39001,2021-05-12 21:26:59
47196,HUSSAIN Tariq,IND,INDIA,Right,22,https://fie.org/athletes/47196,2021-05-12 21:27:02
30813,XU Yu,CHN,CHINA,Left,28,https://fie.org/athletes/30813,2021-05-12 21:27:05
39008,AU EONG Tian Wei Jonathan,SGP,SINGAPORE,Right,20,https://fie.org/athletes/39008,2021-05-12 21:27:07
14432,PUZIANOWSKI Michal,POL,POLAND,Left,31,https://fie.org/athletes/14432,2021-05-12 21:27:10
30820,VEITENHEIMER Ciaran,GER,GERMANY,Right,24,https://fie.org/athletes/30820,2021-05-12 21:27:13
39017,AHEICHYK Daniil,BLR,BELARUS,Right,22,https://fie.org/athletes/39017,2021-05-12 21:27:16
39018,ALI Kim,BLR,BELARUS,Left,23,https://fie.org/athletes/39018,2021-05-12 21:27:18
39019,KURYLOVICH Uladzislau,BLR,BELARUS,Right,21,https://fie.org/athletes/39019,2021-05-12 21:27:21
39020,BULDA Kiryl,BLR,BELARUS,Left,21,https://fie.org/athletes/39020,2021-05-12 21:27:24
6253,SIPOS Szilard,SWE,SWEDEN,Right,50,https://fie.org/athletes/6253,2021-05-12 21:27:27
39021,KARSHAKOUSKI Henadzi,BLR,BELARUS,Right,23,https://fie.org/athletes/39021,2021-05-12 21:27:29
39026,SZALAY Karoly,HUN,HUNGARY,Right,55,https://fie.org/athletes/39026,2021-05-12 21:27:32
30841,VIETINA Luca,ITA,ITALY,Right,26,https://fie.org/athletes/30841,2021-05-12 21:27:39
22659,MORALES Gerber,GUA,GUATEMALA,Right,30,https://fie.org/athletes/22659,2021-05-12 21:27:42
47241,YUEH Che-Hao,TPE,CHINESE TAIPEI,Right,19,https://fie.org/athletes/47241,2021-05-12 21:27:49
47251,ROSERO BACA David Alejandro,ECU,ECUADOR,Right,18,https://fie.org/athletes/47251,2021-05-12 21:27:52
39059,DE GROOT Bert,NED,NETHERLANDS,Right,57,https://fie.org/athletes/39059,2021-05-12 21:27:55
30871,SHIKINE Akihiro,JPN,JAPAN,Right,25,https://fie.org/athletes/30871,2021-05-12 21:27:57
39065,GADZIMURADOVS Georgijs,LAT,LATVIA,Right,22,https://fie.org/athletes/39065,2021-05-12 21:28:00
14490,MELIA Rhys,GBR,GREAT BRITAIN,Left,31,https://fie.org/athletes/14490,2021-05-12 21:28:03
39066,YAMASHITA Mitsuyoshi,JPN,JAPAN,Right,58,https://fie.org/athletes/39066,2021-05-12 21:28:06
30877,TANG Pui Ting,HKG,"HONG KONG, CHINA",Right,25,https://fie.org/athletes/30877,2021-05-12 21:28:08
30878,CHEUNG Ka Long,HKG,"HONG KONG, CHINA",Left,23,https://fie.org/athletes/30878,2021-05-12 21:28:11
30879,O Chun Yee,HKG,"HONG KONG, CHINA",Right,24,https://fie.org/athletes/30879,2021-05-12 21:28:14
30880,LEUNG Sing Ho,HKG,"HONG KONG, CHINA",Left,25,https://fie.org/athletes/30880,2021-05-12 21:28:17
39080,MESZAROS Andras,HUN,HUNGARY,Right,58,https://fie.org/athletes/39080,2021-05-12 21:28:20
39081,MATSUMURA Yuma,JPN,JAPAN,Right,22,https://fie.org/athletes/39081,2021-05-12 21:28:22
39098,PETERSTRAND Lars,SWE,SWEDEN,Right,56,https://fie.org/athletes/39098,2021-05-12 21:28:25
30911,CHARREU Jose,POR,PORTUGAL,Right,23,https://fie.org/athletes/30911,2021-05-12 21:28:28
14530,RIJSENBRIJ Hans,NED,NETHERLANDS,Right,58,https://fie.org/athletes/14530,2021-05-12 21:28:30
22732,KURFURST Jan,CZE,CZECH REPUBLIC,Right,29,https://fie.org/athletes/22732,2021-05-12 21:28:33
39121,LEE Eunho,KOR,KOREA,Left,22,https://fie.org/athletes/39121,2021-05-12 21:28:36
39122,LEE Jinho,KOR,KOREA,Right,19,https://fie.org/athletes/39122,2021-05-12 21:28:39
39123,YANG Jinhyeok,KOR,KOREA,Right,20,https://fie.org/athletes/39123,2021-05-12 21:28:41
39124,KIM Tae Hwan,KOR,KOREA,Right,20,https://fie.org/athletes/39124,2021-05-12 21:28:44
39125,GOH Yu Xiang Akira,SGP,SINGAPORE,Right,21,https://fie.org/athletes/39125,2021-05-12 21:28:47
30933,ZANETTE Daniel,BRA,BRAZIL,Left,23,https://fie.org/athletes/30933,2021-05-12 21:28:50
30935,MAROSTEGA Pedro,BRA,BRAZIL,Right,24,https://fie.org/athletes/30935,2021-05-12 21:28:52
30936,MARQUES Henrique,BRA,BRAZIL,Left,24,https://fie.org/athletes/30936,2021-05-12 21:29:00
47317,NSIMBA Djess,COD,DEMOCRATIC REPUBLIC OF CONGO,Right,20,https://fie.org/athletes/47317,2021-05-12 21:29:03
14560,POSCHARNIG Johannes,AUT,AUSTRIA,Left,31,https://fie.org/athletes/14560,2021-05-12 21:29:06
39143,CAI Alex,CAN,CANADA,Right,20,https://fie.org/athletes/39143,2021-05-12 21:29:08
14568,TIBERI Francesco,ITA,ITALY,Left,66,https://fie.org/athletes/14568,2021-05-12 21:29:11
30956,KANOATOV Kurbon,UZB,UZBEKISTAN,Right,28,https://fie.org/athletes/30956,2021-05-12 21:29:13
30957,BASHIROV Rinat,UZB,UZBEKISTAN,Right,25,https://fie.org/athletes/30957,2021-05-12 21:29:16
30963,CRUZ JIMENEZ Hector J.,PUR,PUERTO RICO,Right,25,https://fie.org/athletes/30963,2021-05-12 21:29:19
30964,ANTONIO Adilson Jose F.,ANG,ANGOLA,Right,28,https://fie.org/athletes/30964,2021-05-12 21:29:23
39158,SANANKHUN Jatupon,THA,THAILAND,Right,22,https://fie.org/athletes/39158,2021-05-12 21:29:30
39159,KHANKHAM Phitchayut,THA,THAILAND,Left,21,https://fie.org/athletes/39159,2021-05-12 21:29:33
30969,ORTEGA REXACH Jabnyell,PUR,PUERTO RICO,Right,26,https://fie.org/athletes/30969,2021-05-12 21:29:36
47359,FERRARO Peter,USA,USA,Right,20,https://fie.org/athletes/47359,2021-05-12 21:29:39
47361,CARTER Lucas,USA,USA,Right,21,https://fie.org/athletes/47361,2021-05-12 21:29:41
30982,LEON Victor,VEN,VENEZUELA,Right,26,https://fie.org/athletes/30982,2021-05-12 21:29:44
47366,TEDESCO Francesco,ESP,SPAIN,Right,18,https://fie.org/athletes/47366,2021-05-12 21:29:47
