fencer_ID,opp_ID,fencer_age,opp_age,fencer_score,opp_score,winner_ID,fencer_curr_pts,opp_curr_pts,tournament_ID,pool_ID,upset,date
48833,34549,17,22,0,5,34549,0.0,3.0,2019-225,8,False,2019-04-09
48833,47242,17,17,2,5,47242,0.0,0.0,2019-225,8,False,2019-04-09
48833,40042,17,20,1,5,40042,0.0,21.0,2019-225,8,False,2019-04-09
34549,47242,22,17,3,4,47242,3.0,0.0,2019-225,8,True,2019-04-09
34549,40042,22,20,5,0,34549,3.0,21.0,2019-225,8,True,2019-04-09
47242,40042,17,20,5,3,47242,0.0,21.0,2019-225,8,True,2019-04-09
34527,43929,21,17,3,5,43929,6.25,0.0,2019-225,9,True,2019-04-09
34527,45304,21,20,4,5,45304,6.25,0.0,2019-225,9,True,2019-04-09
34527,44805,21,17,5,0,34527,6.25,0.0,2019-225,9,False,2019-04-09
34527,48393,21,15,1,5,48393,6.25,87.0,2019-225,9,False,2019-04-09
34527,32077,21,21,1,5,32077,6.25,4.0,2019-225,9,True,2019-04-09
34527,43032,21,20,5,0,34527,6.25,0.0,2019-225,9,False,2019-04-09
43929,45304,17,20,3,5,45304,0.0,0.0,2019-225,9,False,2019-04-09
43929,44805,17,17,5,3,43929,0.0,0.0,2019-225,9,False,2019-04-09
43929,48393,17,15,2,5,48393,0.0,87.0,2019-225,9,False,2019-04-09
43929,32077,17,21,3,5,32077,0.0,4.0,2019-225,9,False,2019-04-09
43929,43032,17,20,4,5,43032,0.0,0.0,2019-225,9,False,2019-04-09
45304,44805,20,17,4,5,44805,0.0,0.0,2019-225,9,False,2019-04-09
45304,48393,20,15,0,5,48393,0.0,87.0,2019-225,9,False,2019-04-09
45304,32077,20,21,5,3,45304,0.0,4.0,2019-225,9,True,2019-04-09
45304,43032,20,20,5,1,45304,0.0,0.0,2019-225,9,False,2019-04-09
44805,48393,17,15,0,5,48393,0.0,87.0,2019-225,9,False,2019-04-09
44805,32077,17,21,0,5,32077,0.0,4.0,2019-225,9,False,2019-04-09
44805,43032,17,20,5,3,44805,0.0,0.0,2019-225,9,False,2019-04-09
48393,32077,15,21,5,0,48393,87.0,4.0,2019-225,9,False,2019-04-09
48393,43032,15,20,5,1,48393,87.0,0.0,2019-225,9,False,2019-04-09
32077,43032,21,20,5,2,32077,4.0,0.0,2019-225,9,False,2019-04-09
43285,40109,19,20,5,1,43285,0.0,0.0,2019-225,10,False,2019-04-09
43285,39244,19,19,1,5,39244,0.0,110.0,2019-225,10,False,2019-04-09
43285,47455,19,20,3,4,47455,0.0,3.0,2019-225,10,False,2019-04-09
43285,47647,19,17,5,2,43285,0.0,0.0,2019-225,10,False,2019-04-09
43285,40975,19,20,5,2,43285,0.0,0.0,2019-225,10,False,2019-04-09
43285,43712,19,17,4,5,43712,0.0,0.0,2019-225,10,False,2019-04-09
40109,39244,20,19,0,5,39244,0.0,110.0,2019-225,10,False,2019-04-09
40109,47455,20,20,4,3,40109,0.0,3.0,2019-225,10,True,2019-04-09
40109,47647,20,17,5,1,40109,0.0,0.0,2019-225,10,False,2019-04-09
40109,40975,20,20,3,5,40975,0.0,0.0,2019-225,10,False,2019-04-09
40109,43712,20,17,5,4,40109,0.0,0.0,2019-225,10,False,2019-04-09
39244,47455,19,20,3,0,39244,110.0,3.0,2019-225,10,False,2019-04-09
39244,47647,19,17,1,5,47647,110.0,0.0,2019-225,10,True,2019-04-09
39244,40975,19,20,5,1,39244,110.0,0.0,2019-225,10,False,2019-04-09
39244,43712,19,17,5,0,39244,110.0,0.0,2019-225,10,False,2019-04-09
47455,47647,20,17,5,0,47455,3.0,0.0,2019-225,10,False,2019-04-09
47455,40975,20,20,5,3,47455,3.0,0.0,2019-225,10,False,2019-04-09
47455,43712,20,17,5,3,47455,3.0,0.0,2019-225,10,False,2019-04-09
47647,40975,17,20,5,1,47647,0.0,0.0,2019-225,10,False,2019-04-09
47647,43712,17,17,5,2,47647,0.0,0.0,2019-225,10,False,2019-04-09
40975,43712,20,17,3,5,43712,0.0,0.0,2019-225,10,False,2019-04-09
40310,43604,19,19,1,5,43604,0.0,0.0,2019-225,11,False,2019-04-09
40310,47714,19,17,5,2,40310,0.0,0.0,2019-225,11,False,2019-04-09
40310,48818,19,20,0,5,48818,0.0,0.5,2019-225,11,False,2019-04-09
40310,43042,19,20,0,5,43042,0.0,4.0,2019-225,11,False,2019-04-09
40310,39433,19,20,4,5,39433,0.0,0.25,2019-225,11,False,2019-04-09
40310,43949,19,18,0,5,43949,0.0,0.25,2019-225,11,False,2019-04-09
43604,47714,19,17,5,1,43604,0.0,0.0,2019-225,11,False,2019-04-09
43604,48818,19,20,5,1,43604,0.0,0.5,2019-225,11,True,2019-04-09
43604,43042,19,20,4,5,43042,0.0,4.0,2019-225,11,False,2019-04-09
43604,39433,19,20,5,2,43604,0.0,0.25,2019-225,11,True,2019-04-09
43604,43949,19,18,5,2,43604,0.0,0.25,2019-225,11,True,2019-04-09
47714,48818,17,20,0,5,48818,0.0,0.5,2019-225,11,False,2019-04-09
47714,43042,17,20,1,5,43042,0.0,4.0,2019-225,11,False,2019-04-09
47714,39433,17,20,1,5,39433,0.0,0.25,2019-225,11,False,2019-04-09
47714,43949,17,18,0,5,43949,0.0,0.25,2019-225,11,False,2019-04-09
48818,43042,20,20,2,5,43042,0.5,4.0,2019-225,11,False,2019-04-09
48818,39433,20,20,5,1,48818,0.5,0.25,2019-225,11,False,2019-04-09
48818,43949,20,18,5,3,48818,0.5,0.25,2019-225,11,False,2019-04-09
43042,39433,20,20,3,5,39433,4.0,0.25,2019-225,11,True,2019-04-09
43042,43949,20,18,5,2,43042,4.0,0.25,2019-225,11,False,2019-04-09
39433,43949,20,18,2,5,43949,0.25,0.25,2019-225,11,False,2019-04-09
42839,49116,17,21,3,5,49116,0.0,22.25,2019-225,12,False,2019-04-09
42839,36453,17,22,2,5,36453,0.0,0.25,2019-225,12,False,2019-04-09
42839,46979,17,18,3,5,46979,0.0,0.0,2019-225,12,False,2019-04-09
42839,49449,17,17,5,1,42839,0.0,0.0,2019-225,12,False,2019-04-09
42839,40025,17,21,1,5,40025,0.0,117.0,2019-225,12,False,2019-04-09
42839,36002,17,20,1,5,36002,0.0,10.0,2019-225,12,False,2019-04-09
49116,36453,21,22,5,3,49116,22.25,0.25,2019-225,12,False,2019-04-09
49116,46979,21,18,5,0,49116,22.25,0.0,2019-225,12,False,2019-04-09
49116,49449,21,17,5,1,49116,22.25,0.0,2019-225,12,False,2019-04-09
49116,40025,21,21,2,5,40025,22.25,117.0,2019-225,12,False,2019-04-09
49116,36002,21,20,0,5,36002,22.25,10.0,2019-225,12,True,2019-04-09
36453,46979,22,18,5,4,36453,0.25,0.0,2019-225,12,False,2019-04-09
36453,49449,22,17,5,2,36453,0.25,0.0,2019-225,12,False,2019-04-09
36453,40025,22,21,3,5,40025,0.25,117.0,2019-225,12,False,2019-04-09
36453,36002,22,20,2,5,36002,0.25,10.0,2019-225,12,False,2019-04-09
46979,49449,18,17,5,3,46979,0.0,0.0,2019-225,12,False,2019-04-09
46979,40025,18,21,3,5,40025,0.0,117.0,2019-225,12,False,2019-04-09
46979,36002,18,20,0,5,36002,0.0,10.0,2019-225,12,False,2019-04-09
49449,40025,17,21,2,5,40025,0.0,117.0,2019-225,12,False,2019-04-09
49449,36002,17,20,3,5,36002,0.0,10.0,2019-225,12,False,2019-04-09
40025,36002,21,20,5,1,40025,117.0,10.0,2019-225,12,False,2019-04-09
48827,44853,16,19,0,5,44853,0.0,0.0,2019-225,13,False,2019-04-09
48827,37239,16,21,3,5,37239,0.0,1.875,2019-225,13,False,2019-04-09
48827,38860,16,21,3,5,38860,0.0,1.25,2019-225,13,False,2019-04-09
48827,44901,16,18,5,3,48827,0.0,0.0,2019-225,13,False,2019-04-09
48827,43803,16,22,0,5,43803,0.0,40.0,2019-225,13,False,2019-04-09
48827,41476,16,20,0,5,41476,0.0,0.0,2019-225,13,False,2019-04-09
44853,37239,19,21,4,5,37239,0.0,1.875,2019-225,13,False,2019-04-09
44853,38860,19,21,5,4,44853,0.0,1.25,2019-225,13,True,2019-04-09
44853,44901,19,18,5,1,44853,0.0,0.0,2019-225,13,False,2019-04-09
44853,43803,19,22,5,1,44853,0.0,40.0,2019-225,13,True,2019-04-09
44853,41476,19,20,2,5,41476,0.0,0.0,2019-225,13,False,2019-04-09
37239,38860,21,21,0,5,38860,1.875,1.25,2019-225,13,True,2019-04-09
37239,44901,21,18,5,1,37239,1.875,0.0,2019-225,13,False,2019-04-09
37239,43803,21,22,4,5,43803,1.875,40.0,2019-225,13,False,2019-04-09
37239,41476,21,20,5,4,37239,1.875,0.0,2019-225,13,False,2019-04-09
38860,44901,21,18,4,5,44901,1.25,0.0,2019-225,13,True,2019-04-09
38860,43803,21,22,0,5,43803,1.25,40.0,2019-225,13,False,2019-04-09
38860,41476,21,20,5,3,38860,1.25,0.0,2019-225,13,False,2019-04-09
44901,43803,18,22,5,4,44901,0.0,40.0,2019-225,13,True,2019-04-09
44901,41476,18,20,4,5,41476,0.0,0.0,2019-225,13,False,2019-04-09
43803,41476,22,20,5,1,43803,40.0,0.0,2019-225,13,False,2019-04-09
39615,49405,18,16,5,2,39615,15.0,0.0,2019-225,14,False,2019-04-09
39615,48478,18,18,5,2,39615,15.0,0.0,2019-225,14,False,2019-04-09
39615,33647,18,21,5,4,39615,15.0,3.0,2019-225,14,False,2019-04-09
39615,34624,18,21,0,5,34624,15.0,0.0,2019-225,14,True,2019-04-09
39615,45927,18,17,5,1,39615,15.0,3.0,2019-225,14,False,2019-04-09
39615,36292,18,18,5,1,39615,15.0,0.0,2019-225,14,False,2019-04-09
49405,48478,16,18,0,5,48478,0.0,0.0,2019-225,14,False,2019-04-09
49405,33647,16,21,0,5,33647,0.0,3.0,2019-225,14,False,2019-04-09
49405,34624,16,21,0,5,34624,0.0,0.0,2019-225,14,False,2019-04-09
49405,45927,16,17,1,5,45927,0.0,3.0,2019-225,14,False,2019-04-09
49405,36292,16,18,0,5,36292,0.0,0.0,2019-225,14,False,2019-04-09
48478,33647,18,21,3,5,33647,0.0,3.0,2019-225,14,False,2019-04-09
48478,34624,18,21,5,2,48478,0.0,0.0,2019-225,14,False,2019-04-09
48478,45927,18,17,5,1,48478,0.0,3.0,2019-225,14,True,2019-04-09
48478,36292,18,18,5,2,48478,0.0,0.0,2019-225,14,False,2019-04-09
33647,34624,21,21,5,1,33647,3.0,0.0,2019-225,14,False,2019-04-09
33647,45927,21,17,5,1,33647,3.0,3.0,2019-225,14,False,2019-04-09
33647,36292,21,18,5,1,33647,3.0,0.0,2019-225,14,False,2019-04-09
34624,45927,21,17,5,2,34624,0.0,3.0,2019-225,14,True,2019-04-09
34624,36292,21,18,5,3,34624,0.0,0.0,2019-225,14,False,2019-04-09
45927,36292,17,18,3,5,36292,3.0,0.0,2019-225,14,True,2019-04-09
32575,43242,21,18,3,5,43242,0.0,0.5,2019-225,15,False,2019-04-09
32575,42733,21,21,4,5,42733,0.0,0.0,2019-225,15,False,2019-04-09
32575,38179,21,21,3,5,38179,0.0,0.0,2019-225,15,False,2019-04-09
32575,40356,21,20,4,5,40356,0.0,4.5,2019-225,15,False,2019-04-09
32575,36830,21,20,0,5,36830,0.0,11.0,2019-225,15,False,2019-04-09
32575,40308,21,19,5,1,32575,0.0,0.0,2019-225,15,False,2019-04-09
43242,42733,18,21,5,4,43242,0.5,0.0,2019-225,15,False,2019-04-09
43242,38179,18,21,4,5,38179,0.5,0.0,2019-225,15,True,2019-04-09
43242,40356,18,20,4,5,40356,0.5,4.5,2019-225,15,False,2019-04-09
43242,36830,18,20,3,5,36830,0.5,11.0,2019-225,15,False,2019-04-09
43242,40308,18,19,5,0,43242,0.5,0.0,2019-225,15,False,2019-04-09
42733,38179,21,21,5,3,42733,0.0,0.0,2019-225,15,False,2019-04-09
42733,40356,21,20,4,5,40356,0.0,4.5,2019-225,15,False,2019-04-09
42733,36830,21,20,5,0,42733,0.0,11.0,2019-225,15,True,2019-04-09
42733,40308,21,19,5,2,42733,0.0,0.0,2019-225,15,False,2019-04-09
38179,40356,21,20,0,5,40356,0.0,4.5,2019-225,15,False,2019-04-09
38179,36830,21,20,5,1,38179,0.0,11.0,2019-225,15,True,2019-04-09
38179,40308,21,19,5,3,38179,0.0,0.0,2019-225,15,False,2019-04-09
40356,36830,20,20,5,1,40356,4.5,11.0,2019-225,15,True,2019-04-09
40356,40308,20,19,5,2,40356,4.5,0.0,2019-225,15,False,2019-04-09
36830,40308,20,19,5,0,36830,11.0,0.0,2019-225,15,False,2019-04-09
37537,37227,20,21,5,3,37537,0.25,0.0,2019-225,16,False,2019-04-09
37537,47237,20,18,5,1,37537,0.25,0.0,2019-225,16,False,2019-04-09
37537,42647,20,20,2,5,42647,0.25,0.0,2019-225,16,True,2019-04-09
37537,46222,20,17,5,1,37537,0.25,0.0,2019-225,16,False,2019-04-09
37537,44804,20,17,4,3,37537,0.25,0.0,2019-225,16,False,2019-04-09
37537,39195,20,21,1,5,39195,0.25,61.0,2019-225,16,False,2019-04-09
37227,47237,21,18,5,3,37227,0.0,0.0,2019-225,16,False,2019-04-09
37227,42647,21,20,5,4,37227,0.0,0.0,2019-225,16,False,2019-04-09
37227,46222,21,17,3,5,46222,0.0,0.0,2019-225,16,False,2019-04-09
37227,44804,21,17,1,5,44804,0.0,0.0,2019-225,16,False,2019-04-09
37227,39195,21,21,2,5,39195,0.0,61.0,2019-225,16,False,2019-04-09
47237,42647,18,20,1,5,42647,0.0,0.0,2019-225,16,False,2019-04-09
47237,46222,18,17,0,5,46222,0.0,0.0,2019-225,16,False,2019-04-09
47237,44804,18,17,5,2,47237,0.0,0.0,2019-225,16,False,2019-04-09
47237,39195,18,21,0,5,39195,0.0,61.0,2019-225,16,False,2019-04-09
42647,46222,20,17,5,2,42647,0.0,0.0,2019-225,16,False,2019-04-09
42647,44804,20,17,2,5,44804,0.0,0.0,2019-225,16,False,2019-04-09
42647,39195,20,21,4,5,39195,0.0,61.0,2019-225,16,False,2019-04-09
46222,44804,17,17,4,1,46222,0.0,0.0,2019-225,16,False,2019-04-09
46222,39195,17,21,2,4,39195,0.0,61.0,2019-225,16,False,2019-04-09
44804,39195,17,21,1,5,39195,0.0,61.0,2019-225,16,False,2019-04-09
33746,35938,21,19,5,2,33746,138.0,0.0,2019-225,17,False,2019-04-09
33746,41901,21,20,5,1,33746,138.0,0.0,2019-225,17,False,2019-04-09
33746,34952,21,21,5,2,33746,138.0,0.0,2019-225,17,False,2019-04-09
33746,40427,21,20,5,1,33746,138.0,0.0,2019-225,17,False,2019-04-09
33746,50172,21,16,5,0,33746,138.0,0.0,2019-225,17,False,2019-04-09
33746,44990,21,20,5,2,33746,138.0,0.0,2019-225,17,False,2019-04-09
35938,41901,19,20,3,4,41901,0.0,0.0,2019-225,17,False,2019-04-09
35938,34952,19,21,5,4,35938,0.0,0.0,2019-225,17,False,2019-04-09
35938,40427,19,20,5,1,35938,0.0,0.0,2019-225,17,False,2019-04-09
35938,50172,19,16,3,5,50172,0.0,0.0,2019-225,17,False,2019-04-09
35938,44990,19,20,0,5,44990,0.0,0.0,2019-225,17,False,2019-04-09
41901,34952,20,21,5,2,41901,0.0,0.0,2019-225,17,False,2019-04-09
41901,40427,20,20,5,3,41901,0.0,0.0,2019-225,17,False,2019-04-09
41901,50172,20,16,3,5,50172,0.0,0.0,2019-225,17,False,2019-04-09
41901,44990,20,20,4,5,44990,0.0,0.0,2019-225,17,False,2019-04-09
34952,40427,21,20,5,3,34952,0.0,0.0,2019-225,17,False,2019-04-09
34952,50172,21,16,5,1,34952,0.0,0.0,2019-225,17,False,2019-04-09
34952,44990,21,20,2,5,44990,0.0,0.0,2019-225,17,False,2019-04-09
40427,50172,20,16,0,5,50172,0.0,0.0,2019-225,17,False,2019-04-09
40427,44990,20,20,3,5,44990,0.0,0.0,2019-225,17,False,2019-04-09
50172,44990,16,20,1,5,44990,0.0,0.0,2019-225,17,False,2019-04-09
40499,43455,19,19,5,0,40499,0.0,2.0,2019-225,18,True,2019-04-09
40499,35939,19,19,5,4,40499,0.0,3.0,2019-225,18,True,2019-04-09
40499,50004,19,16,5,0,40499,0.0,0.0,2019-225,18,False,2019-04-09
40499,40556,19,21,5,3,40499,0.0,0.0,2019-225,18,False,2019-04-09
40499,40732,19,19,3,4,40732,0.0,0.0,2019-225,18,False,2019-04-09
40499,37252,19,21,5,0,40499,0.0,12.0,2019-225,18,True,2019-04-09
43455,35939,19,19,5,4,43455,2.0,3.0,2019-225,18,True,2019-04-09
43455,50004,19,16,5,0,43455,2.0,0.0,2019-225,18,False,2019-04-09
43455,40556,19,21,4,5,40556,2.0,0.0,2019-225,18,True,2019-04-09
43455,40732,19,19,5,0,43455,2.0,0.0,2019-225,18,False,2019-04-09
43455,37252,19,21,1,5,37252,2.0,12.0,2019-225,18,False,2019-04-09
35939,50004,19,16,5,0,35939,3.0,0.0,2019-225,18,False,2019-04-09
35939,40556,19,21,5,4,35939,3.0,0.0,2019-225,18,False,2019-04-09
35939,40732,19,19,4,3,35939,3.0,0.0,2019-225,18,False,2019-04-09
35939,37252,19,21,5,4,35939,3.0,12.0,2019-225,18,True,2019-04-09
50004,40556,16,21,1,5,40556,0.0,0.0,2019-225,18,False,2019-04-09
50004,40732,16,19,0,5,40732,0.0,0.0,2019-225,18,False,2019-04-09
50004,37252,16,21,1,5,37252,0.0,12.0,2019-225,18,False,2019-04-09
40556,40732,21,19,5,3,40556,0.0,0.0,2019-225,18,False,2019-04-09
40556,37252,21,21,5,2,40556,0.0,12.0,2019-225,18,True,2019-04-09
40732,37252,19,21,5,3,40732,0.0,12.0,2019-225,18,True,2019-04-09
42963,40715,18,19,3,5,40715,0.0,0.0,2019-225,19,False,2019-04-09
42963,45518,18,18,3,4,45518,0.0,0.0,2019-225,19,False,2019-04-09
42963,36799,18,22,2,5,36799,0.0,1.0,2019-225,19,False,2019-04-09
42963,49372,18,19,3,5,49372,0.0,0.0,2019-225,19,False,2019-04-09
42963,37044,18,19,5,4,42963,0.0,20.25,2019-225,19,True,2019-04-09
40715,45518,19,18,5,2,40715,0.0,0.0,2019-225,19,False,2019-04-09
40715,36799,19,22,3,5,36799,0.0,1.0,2019-225,19,False,2019-04-09
40715,49372,19,19,5,3,40715,0.0,0.0,2019-225,19,False,2019-04-09
40715,37044,19,19,5,4,40715,0.0,20.25,2019-225,19,True,2019-04-09
45518,36799,18,22,3,5,36799,0.0,1.0,2019-225,19,False,2019-04-09
45518,49372,18,19,1,5,49372,0.0,0.0,2019-225,19,False,2019-04-09
45518,37044,18,19,4,5,37044,0.0,20.25,2019-225,19,False,2019-04-09
36799,49372,22,19,5,3,36799,1.0,0.0,2019-225,19,False,2019-04-09
36799,37044,22,19,5,3,36799,1.0,20.25,2019-225,19,True,2019-04-09
49372,37044,19,19,4,5,37044,0.0,20.25,2019-225,19,False,2019-04-09
49092,43554,16,20,4,5,43554,1.25,43.0,2019-225,20,False,2019-04-09
49092,37225,16,21,4,5,37225,1.25,0.0,2019-225,20,True,2019-04-09
49092,46569,16,19,3,5,46569,1.25,0.0,2019-225,20,True,2019-04-09
49092,43734,16,17,5,0,49092,1.25,0.0,2019-225,20,False,2019-04-09
49092,33825,16,20,3,5,33825,1.25,10.0,2019-225,20,False,2019-04-09
43554,37225,20,21,5,4,43554,43.0,0.0,2019-225,20,False,2019-04-09
43554,46569,20,19,3,5,46569,43.0,0.0,2019-225,20,True,2019-04-09
43554,43734,20,17,5,0,43554,43.0,0.0,2019-225,20,False,2019-04-09
43554,33825,20,20,1,5,33825,43.0,10.0,2019-225,20,True,2019-04-09
37225,46569,21,19,3,5,46569,0.0,0.0,2019-225,20,False,2019-04-09
37225,43734,21,17,5,1,37225,0.0,0.0,2019-225,20,False,2019-04-09
37225,33825,21,20,1,5,33825,0.0,10.0,2019-225,20,False,2019-04-09
46569,43734,19,17,5,2,46569,0.0,0.0,2019-225,20,False,2019-04-09
46569,33825,19,20,2,5,33825,0.0,10.0,2019-225,20,False,2019-04-09
43734,33825,17,20,0,5,33825,0.0,10.0,2019-225,20,False,2019-04-09
43293,34433,19,22,2,5,34433,2.5,35.75,2019-225,21,False,2019-04-09
43293,47257,19,19,1,5,47257,2.5,0.0,2019-225,21,True,2019-04-09
43293,40415,19,21,5,4,43293,2.5,0.0,2019-225,21,False,2019-04-09
43293,35564,19,20,2,5,35564,2.5,10.0,2019-225,21,False,2019-04-09
43293,36953,19,19,4,3,43293,2.5,0.0,2019-225,21,False,2019-04-09
34433,47257,22,19,5,1,34433,35.75,0.0,2019-225,21,False,2019-04-09
34433,40415,22,21,5,3,34433,35.75,0.0,2019-225,21,False,2019-04-09
34433,35564,22,20,5,2,34433,35.75,10.0,2019-225,21,False,2019-04-09
34433,36953,22,19,5,1,34433,35.75,0.0,2019-225,21,False,2019-04-09
47257,40415,19,21,3,5,40415,0.0,0.0,2019-225,21,False,2019-04-09
47257,35564,19,20,1,5,35564,0.0,10.0,2019-225,21,False,2019-04-09
47257,36953,19,19,5,0,47257,0.0,0.0,2019-225,21,False,2019-04-09
40415,35564,21,20,3,5,35564,0.0,10.0,2019-225,21,False,2019-04-09
40415,36953,21,19,4,5,36953,0.0,0.0,2019-225,21,False,2019-04-09
35564,36953,20,19,3,5,36953,10.0,0.0,2019-225,21,True,2019-04-09
37028,9377,25,32,0,5,9377,0.0,262.0,2016-740,1,False,2016-06-21
37028,27237,25,28,0,5,27237,0.0,83.0,2016-740,1,False,2016-06-21
37028,1835,25,34,4,5,1835,0.0,0.0,2016-740,1,False,2016-06-21
37028,7959,25,39,0,5,7959,0.0,30.0,2016-740,1,False,2016-06-21
37028,20593,25,27,2,5,20593,0.0,14.0,2016-740,1,False,2016-06-21
37028,20134,25,29,2,5,20134,0.0,9.0,2016-740,1,False,2016-06-21
9377,27237,32,28,3,5,27237,262.0,83.0,2016-740,1,True,2016-06-21
9377,1835,32,34,5,2,9377,262.0,0.0,2016-740,1,False,2016-06-21
9377,7959,32,39,5,1,9377,262.0,30.0,2016-740,1,False,2016-06-21
9377,20593,32,27,5,1,9377,262.0,14.0,2016-740,1,False,2016-06-21
9377,20134,32,29,5,1,9377,262.0,9.0,2016-740,1,False,2016-06-21
27237,1835,28,34,5,3,27237,83.0,0.0,2016-740,1,False,2016-06-21
27237,7959,28,39,4,5,7959,83.0,30.0,2016-740,1,True,2016-06-21
27237,20593,28,27,5,3,27237,83.0,14.0,2016-740,1,False,2016-06-21
27237,20134,28,29,5,4,27237,83.0,9.0,2016-740,1,False,2016-06-21
1835,7959,34,39,5,3,1835,0.0,30.0,2016-740,1,True,2016-06-21
1835,20593,34,27,3,5,20593,0.0,14.0,2016-740,1,False,2016-06-21
1835,20134,34,29,1,5,20134,0.0,9.0,2016-740,1,False,2016-06-21
7959,20593,39,27,5,1,7959,30.0,14.0,2016-740,1,False,2016-06-21
7959,20134,39,29,4,5,20134,30.0,9.0,2016-740,1,True,2016-06-21
20593,20134,27,29,3,5,20134,14.0,9.0,2016-740,1,True,2016-06-21
17872,27281,28,26,5,0,17872,18.0,0.0,2016-740,2,False,2016-06-21
17872,12780,28,31,5,4,17872,18.0,46.0,2016-740,2,True,2016-06-21
17872,18831,28,31,3,5,18831,18.0,233.0,2016-740,2,False,2016-06-21
17872,20938,28,27,2,5,20938,18.0,28.0,2016-740,2,False,2016-06-21
17872,17481,28,30,4,5,17481,18.0,30.0,2016-740,2,False,2016-06-21
27281,12780,26,31,3,5,12780,0.0,46.0,2016-740,2,False,2016-06-21
27281,18831,26,31,1,5,18831,0.0,233.0,2016-740,2,False,2016-06-21
27281,20938,26,27,0,5,20938,0.0,28.0,2016-740,2,False,2016-06-21
27281,17481,26,30,0,5,17481,0.0,30.0,2016-740,2,False,2016-06-21
12780,18831,31,31,2,5,18831,46.0,233.0,2016-740,2,False,2016-06-21
12780,20938,31,27,5,2,12780,46.0,28.0,2016-740,2,False,2016-06-21
12780,17481,31,30,5,0,12780,46.0,30.0,2016-740,2,False,2016-06-21
18831,20938,31,27,5,2,18831,233.0,28.0,2016-740,2,False,2016-06-21
18831,17481,31,30,5,3,18831,233.0,30.0,2016-740,2,False,2016-06-21
20938,17481,27,30,4,5,17481,28.0,30.0,2016-740,2,False,2016-06-21
26137,4464,26,38,3,5,4464,29.0,218.0,2016-740,3,False,2016-06-21
26137,17452,26,31,5,1,26137,29.0,0.0,2016-740,3,False,2016-06-21
26137,4121,26,43,4,5,4121,29.0,41.0,2016-740,3,False,2016-06-21
26137,21705,26,29,5,1,26137,29.0,46.0,2016-740,3,True,2016-06-21
26137,20135,26,30,4,5,20135,29.0,8.5,2016-740,3,True,2016-06-21
4464,17452,38,31,5,2,4464,218.0,0.0,2016-740,3,False,2016-06-21
4464,4121,38,43,5,0,4464,218.0,41.0,2016-740,3,False,2016-06-21
4464,21705,38,29,5,0,4464,218.0,46.0,2016-740,3,False,2016-06-21
4464,20135,38,30,5,1,4464,218.0,8.5,2016-740,3,False,2016-06-21
17452,4121,31,43,3,5,4121,0.0,41.0,2016-740,3,False,2016-06-21
17452,21705,31,29,2,5,21705,0.0,46.0,2016-740,3,False,2016-06-21
17452,20135,31,30,3,5,20135,0.0,8.5,2016-740,3,False,2016-06-21
4121,21705,43,29,2,5,21705,41.0,46.0,2016-740,3,False,2016-06-21
4121,20135,43,30,5,3,4121,41.0,8.5,2016-740,3,False,2016-06-21
21705,20135,29,30,5,0,21705,46.0,8.5,2016-740,3,False,2016-06-21
18774,25834,29,28,2,5,25834,29.0,19.0,2016-740,4,True,2016-06-21
18774,20514,29,29,3,5,20514,29.0,172.0,2016-740,4,False,2016-06-21
18774,35383,29,23,5,3,18774,29.0,6.0,2016-740,4,False,2016-06-21
18774,4164,29,45,5,4,18774,29.0,79.0,2016-740,4,True,2016-06-21
18774,24463,29,28,5,2,18774,29.0,2.5,2016-740,4,False,2016-06-21
25834,20514,28,29,2,5,20514,19.0,172.0,2016-740,4,False,2016-06-21
25834,35383,28,23,4,5,35383,19.0,6.0,2016-740,4,True,2016-06-21
25834,4164,28,45,2,5,4164,19.0,79.0,2016-740,4,False,2016-06-21
25834,24463,28,28,5,1,25834,19.0,2.5,2016-740,4,False,2016-06-21
20514,35383,29,23,5,1,20514,172.0,6.0,2016-740,4,False,2016-06-21
20514,4164,29,45,5,4,20514,172.0,79.0,2016-740,4,False,2016-06-21
20514,24463,29,28,5,0,20514,172.0,2.5,2016-740,4,False,2016-06-21
35383,4164,23,45,0,5,4164,6.0,79.0,2016-740,4,False,2016-06-21
35383,24463,23,28,5,2,35383,6.0,2.5,2016-740,4,False,2016-06-21
4164,24463,45,28,5,1,4164,79.0,2.5,2016-740,4,False,2016-06-21
27945,25514,24,27,5,1,27945,7.0,22.0,2016-740,5,True,2016-06-21
27945,17524,24,30,1,5,17524,7.0,16.5,2016-740,5,False,2016-06-21
27945,27093,24,24,5,3,27945,7.0,13.0,2016-740,5,True,2016-06-21
27945,3903,24,35,0,5,3903,7.0,90.0,2016-740,5,False,2016-06-21
27945,10050,24,35,3,5,10050,7.0,164.0,2016-740,5,False,2016-06-21
25514,17524,27,30,4,5,17524,22.0,16.5,2016-740,5,True,2016-06-21
25514,27093,27,24,5,2,25514,22.0,13.0,2016-740,5,False,2016-06-21
25514,3903,27,35,3,5,3903,22.0,90.0,2016-740,5,False,2016-06-21
25514,10050,27,35,1,5,10050,22.0,164.0,2016-740,5,False,2016-06-21
17524,27093,30,24,5,3,17524,16.5,13.0,2016-740,5,False,2016-06-21
17524,3903,30,35,2,5,3903,16.5,90.0,2016-740,5,False,2016-06-21
17524,10050,30,35,2,5,10050,16.5,164.0,2016-740,5,False,2016-06-21
